0	2.2503e+08	2.2503e+08	2.2503e+08
0.0005	2.2503e+08	2.2503e+08	2.2503e+08
0.001	2.2503e+08	2.2503e+08	2.2503e+08
0.0015	2.2503e+08	2.2503e+08	2.2503e+08
0.002	2.2503e+08	2.2503e+08	2.2503e+08
0.0025	2.2503e+08	2.2503e+08	2.2503e+08
0.003	2.2503e+08	2.2503e+08	2.2503e+08
0.0035	2.2503e+08	2.2503e+08	2.2503e+08
0.004	2.2503e+08	2.2503e+08	2.2503e+08
0.0045	2.2503e+08	2.2503e+08	2.2503e+08
0.005	2.2503e+08	2.2503e+08	2.2503e+08
0.0055	2.48001e+08	2.48001e+08	2.48001e+08
0.006	2.49478e+08	2.49478e+08	2.49478e+08
0.0065	2.50385e+08	2.50385e+08	2.50385e+08
0.007	2.51017e+08	2.51017e+08	2.51017e+08
0.0075	2.51345e+08	2.51345e+08	2.51345e+08
0.008	2.51785e+08	2.51785e+08	2.51785e+08
0.0085	2.51902e+08	2.51902e+08	2.51902e+08
0.009	2.5206e+08	2.5206e+08	2.5206e+08
0.0095	2.52128e+08	2.52128e+08	2.52128e+08
