0	1.07308e+08	1.07308e+08	1.07308e+08
0.0005	1.71877e+08	1.71877e+08	1.71877e+08
0.001	2.07041e+08	2.07041e+08	2.07041e+08
0.0015	2.26741e+08	2.26741e+08	2.26741e+08
0.002	2.34205e+08	2.34205e+08	2.34205e+08
0.0025	2.39614e+08	2.39614e+08	2.39614e+08
0.003	2.45102e+08	2.45102e+08	2.45102e+08
0.0035	2.48116e+08	2.48116e+08	2.48116e+08
0.004	2.50665e+08	2.50665e+08	2.50665e+08
0.0045	2.52722e+08	2.52722e+08	2.52722e+08
0.005	2.53859e+08	2.53859e+08	2.53859e+08
0.0055	2.54847e+08	2.54847e+08	2.54847e+08
0.006	2.55684e+08	2.55684e+08	2.55684e+08
0.0065	2.56249e+08	2.56249e+08	2.56249e+08
0.007	2.56662e+08	2.56662e+08	2.56662e+08
0.0075	2.5698e+08	2.5698e+08	2.5698e+08
0.008	2.57216e+08	2.57216e+08	2.57216e+08
0.0085	2.57422e+08	2.57422e+08	2.57422e+08
0.009	2.57572e+08	2.57572e+08	2.57572e+08
0.0095	2.57693e+08	2.57693e+08	2.57693e+08
