0	1.80877e+08	1.80877e+08	1.80877e+08
0.0005	1.80877e+08	1.80877e+08	1.80877e+08
0.001	1.80877e+08	1.80877e+08	1.80877e+08
0.0015	2.18933e+08	2.18933e+08	2.18933e+08
0.002	2.26934e+08	2.26934e+08	2.26934e+08
0.0025	2.2888e+08	2.2888e+08	2.2888e+08
0.003	2.41042e+08	2.41042e+08	2.41042e+08
0.0035	2.4325e+08	2.4325e+08	2.4325e+08
0.004	2.43965e+08	2.43965e+08	2.43965e+08
0.0045	2.49279e+08	2.49279e+08	2.49279e+08
0.005	2.50407e+08	2.50407e+08	2.50407e+08
0.0055	2.50815e+08	2.50815e+08	2.50815e+08
0.006	2.53383e+08	2.53383e+08	2.53383e+08
0.0065	2.54002e+08	2.54002e+08	2.54002e+08
0.007	2.54295e+08	2.54295e+08	2.54295e+08
0.0075	2.55387e+08	2.55387e+08	2.55387e+08
0.008	2.55833e+08	2.55833e+08	2.55833e+08
0.0085	2.56007e+08	2.56007e+08	2.56007e+08
0.009	2.5635e+08	2.5635e+08	2.5635e+08
0.0095	2.56859e+08	2.56859e+08	2.56859e+08
