0	0	0	0
0.0005	0	0	0
0.001	0	0	0
0.0015	18524	0	0
0.002	24564	0	0
0.0025	27056	0	0
0.003	47350	0	0
0.0035	51855	0	0
0.004	53594	0	0
0.0045	68821	0	0
0.005	72729	0	0
0.0055	74230	0	0
0.006	85113	0	0
0.0065	88105	0	0
0.007	89637	0	0
0.0075	95799	0	0
0.008	98568	0	0
0.0085	99689	0	0
0.009	101821	0	0
0.0095	105964	0	0
